importer_iso3,exporter_iso3,good,hs_code,value_usd,weight_metric_tons,exporter_is_efta
CYP,THA,Garments,62,"150,176",9,False
CYP,IND,Bricks,690220,"119,270",106,False
CYP,CHN,Nails,761610,"115,419",13,False
CYP,BRA,Garments,62,"86,988",1,False
CYP,MMR,Garments,62,"66,920",4,False
CYP,IND,Bricks,690290,"47,052",75,False
CYP,IND,Carpets,5702,"42,556",5,False
CYP,IND,Carpets,5701,"41,592",1,False
CYP,PAK,Carpets,5703,"39,463",6,False
CYP,MMR,Rice,1006,"38,311",50,False
CYP,CHN,Thread/Yarn,5509,"37,135",5,False
CYP,CHN,Hair Products,670300,"35,089",1,False
CYP,NPL,Carpets,5701,"33,781",0,False
CYP,BRA,Garments,61,"32,431",1,False
CYP,CHN,Tomato Products,120991,"30,416",0,False
CYP,CHN,Thread/Yarn,5511,"25,985",5,False
CYP,CHN,Thread/Yarn,5401,"25,157",8,False
CYP,CHN,Gloves,420329,"24,426",5,False
CYP,IND,Carpets,5705,"21,709",2,False
CYP,CHN,Bricks,6904,"19,747",18,False
CYP,CHN,Bricks,690290,"19,134",2,False
CYP,CHN,Gloves,611691,"16,891",0,False
CYP,CHN,Thread/Yarn,5402,"15,590",6,False
CYP,PAK,Carpets,5701,"12,929",0,False
CYP,MUS,Garments,62,"11,756",0,False
CYP,CHN,Thread/Yarn,5508,"9,537",2,False
CYP,IND,Thread/Yarn,5401,"8,878",1,False
CYP,MYS,Garments,62,"8,308",0,False
CYP,PAK,Carpets,5705,"8,185",2,False
CYP,PAK,Carpets,5702,"7,011",1,False
CYP,IND,Thread/Yarn,5508,"6,933",1,False
CYP,CHN,Tomato Products,210320,"6,226",4,False
CYP,IND,Thread/Yarn,5511,"6,032",1,False
CYP,MMR,Garments,61,"5,484",0,False
CYP,MYS,Garments,61,"4,697",0,False
CYP,CHN,Bricks,681011,"3,861",2,False
CYP,CHN,Aluminum,7605,"3,643",1,False
CYP,CHN,Christmas Decorations,853922,"2,755",0,False
CYP,CHN,Metallurgical Grade Silicon,280469,"2,511",1,False
CYP,MUS,Garments,61,"2,351",0,False
CYP,IND,Tea,210120,"1,897",0,False
CYP,BRA,Charcoal,4402,"1,642",1,False
CYP,CHN,Thread/Yarn,5204,"1,170",0,False
CYP,ARG,Garments,61,678,0,False
CYP,CHN,Aluminum,7601,662,0,False
CYP,CHN,Bricks,6901,610,0,False
CYP,IND,Thread/Yarn,5204,523,0,False
CYP,IND,Embellished Textiles,540792,512,0,False
CYP,IND,Bricks,6901,456,0,False
CYP,BRA,Timber,4403,403,0,False
CYP,BLR,Lumber,4412,403,0,False
CYP,CHN,Thread/Yarn,5205,317,0,False
CYP,CHN,Bricks,690220,310,0,False
CYP,ARG,Garments,62,304,0,False
CYP,IND,Carpets,5704,252,0,False
CYP,CHN,Thread/Yarn,5207,185,0,False
CYP,MWI,Tobacco,2401,133,0,False
CYP,ETH,Textiles (hand-woven),5209,53,0,False
CYP,CHN,Thread/Yarn,5406,10,0,False
CYP,NPL,Carpets,5705,10,0,False
CYP,IND,Thread/Yarn,5205,10,0,False
CYP,IND,Thread/Yarn,5509,7,0,False
CZE,CHN,Electronics,85,"17,876,896,698","345,510",False
CZE,MYS,Electronics,85,"1,146,189,904","4,546",False
CZE,BGD,Garments,61,"565,109,981","31,245",False
CZE,CHN,Garments,62,"547,509,111","15,882",False
CZE,CHN,Garments,61,"519,988,934","20,043",False
CZE,CHN,Footwear,64,"422,313,171","18,731",False
CZE,BGD,Garments,62,"396,718,026","17,291",False
CZE,CHN,Toys,9503,"392,317,121","23,945",False
CZE,CHN,Toys,9504,"101,688,531","3,817",False
CZE,VNM,Garments,62,"95,687,589","2,094",False
CZE,VNM,Garments,61,"81,446,018","2,137",False
CZE,IND,Garments,61,"76,780,969","2,515",False
CZE,IND,Garments,62,"57,342,669","1,491",False
CZE,MMR,Garments,62,"39,433,696","2,241",False
CZE,MMR,Garments,61,"32,362,319","2,168",False
CZE,CHN,Thread/Yarn,5402,"27,865,430","8,214",False
CZE,MMR,Rice,1006,"16,753,748","21,075",False
CZE,CHN,Fireworks,360410,"15,822,289","5,324",False
CZE,CHN,Aluminum,7606,"14,136,433","4,443",False
CZE,CHN,Artificial Flowers,6702,"13,764,013","1,002",False
CZE,CHN,Aluminum,7604,"13,300,057","2,159",False
CZE,CHN,Christmas Decorations,950510,"12,559,868","1,045",False
CZE,MWI,Tobacco,2401,"11,725,445","1,415",False
CZE,CHN,Toys,950590,"7,500,829",566,False
CZE,THA,Garments,61,"7,097,872",160,False
CZE,IND,Thread/Yarn,5205,"5,135,338","1,079",False
CZE,CHN,Gloves,420329,"4,734,262",563,False
CZE,THA,Garments,62,"4,462,115",274,False
CZE,IND,Thread/Yarn,5402,"4,401,733","1,668",False
CZE,BLR,Furniture,94,"4,258,950","1,828",False
CZE,CHN,Nails,7317,"3,924,183","1,518",False
CZE,CHN,Tomato Products,200290,"3,795,478","2,647",False
CZE,MYS,Rubber Gloves,401519,"3,512,332",504,False
CZE,IND,Bricks,690220,"2,643,809",356,False
CZE,MYS,Garments,61,"2,603,727",77,False
CZE,IND,Carpets,5702,"2,517,665",455,False
CZE,CHN,Thread/Yarn,5509,"2,390,275",690,False
CZE,CHN,Tomato Products,210390,"1,461,004",479,False
CZE,CHN,Nails,761610,"1,352,523",141,False
CZE,MYS,Garments,62,"1,173,111",18,False
CZE,PAK,Carpets,5702,"1,130,905",22,False
CZE,IND,Carpets,5701,"1,108,904",25,False
CZE,IND,Carpets,5703,"1,048,260",200,False
CZE,IND,Carpets,5705,"1,015,768",139,False
CZE,IND,Rice,1006,"952,631","1,024",False
CZE,CHN,Hair Products,670420,"952,408",3,False
CZE,MUS,Garments,62,"918,961",19,False
CZE,CHN,Thread/Yarn,5205,"889,156",78,False
CZE,CHN,Metallurgical Grade Silicon,280469,"778,695",240,False
CZE,CHN,Thread/Yarn,5511,"765,554",66,False
CZE,CHN,Coal,2701,"752,109","1,360",False
CZE,CHN,Christmas Decorations,853922,"640,277",112,False
CZE,CHN,Hair Products,670300,"598,058",18,False
CZE,CHN,Bricks,690210,"587,527",501,False
CZE,PAK,Carpets,5701,"581,655",14,False
CZE,CHN,Thread/Yarn,5508,"449,670",616,False
CZE,CHN,Tomato Products,120991,"431,758",10,False
CZE,CHN,Bricks,690220,"395,556",466,False
CZE,IND,Thread/Yarn,5510,"374,503",87,False
CZE,CHN,Aluminum,7605,"362,983",55,False
CZE,MUS,Garments,61,"353,346",9,False
CZE,IND,Thread/Yarn,5511,"319,091",40,False
CZE,CHN,Thread/Yarn,5401,"314,556",39,False
CZE,CHN,Aluminum,7601,"255,485",69,False
CZE,IND,Tea,210690,"247,727",39,False
CZE,CHN,Thread/Yarn,5207,"213,570",17,False
CZE,CHN,Polyvinyl Chloride,390422,"211,285",15,False
CZE,CHN,Thread/Yarn,5406,"207,637",15,False
CZE,CHN,Gloves,611691,"200,686",2,False
CZE,IND,Thread/Yarn,5401,"188,482",10,False
CZE,CHN,Nails,741510,"176,859",2,False
CZE,IND,Thread/Yarn,5206,"157,496",34,False
CZE,IND,Tea,210120,"147,445",13,False
CZE,CHN,Thread/Yarn,5510,"111,373",23,False
CZE,BRA,Garments,61,"87,674",2,False
CZE,KAZ,Cotton,5201,"85,671",24,False
CZE,IND,Rice,100890,"82,384",26,False
CZE,NPL,Carpets,5701,"68,763",1,False
CZE,IND,Thread/Yarn,5509,"62,776",14,False
CZE,IND,Bricks,690210,"60,105",67,False
CZE,CHN,Caustic Soda,281511,"57,010",82,False
CZE,CHN,Thread/Yarn,5206,"54,796",10,False
CZE,BRA,Garments,62,"41,856",1,False
CZE,IND,Thread/Yarn,5207,"36,406",2,False
CZE,IND,Thread/Yarn,5508,"33,192",3,False
CZE,IND,Carpets,5704,"29,805",10,False
CZE,CHN,Aluminum,7603,"29,045",1,False
CZE,CHN,Bricks,690290,"28,139",10,False
CZE,CHN,Bricks,6904,"27,086",17,False
CZE,CHN,Polyvinyl Chloride,390410,"20,689",19,False
CZE,CHN,Thread/Yarn,5204,"18,653",1,False
CZE,CHN,Bricks,6901,"14,214",22,False
CZE,IND,Sandstone,251620,"13,631",69,False
CZE,CHN,Bricks,681011,"7,359",8,False
CZE,ARG,Garments,61,"7,068",0,False
CZE,CIV,Cocoa,180100,"6,486",0,False
CZE,CHN,Thread/Yarn,5403,"6,010",1,False
CZE,CHN,Tomato Products,210320,"5,806",1,False
CZE,ARG,Garments,62,"5,130",0,False
CZE,CHN,Polyvinyl Chloride,390421,"4,138",1,False
CZE,BEN,Cotton,5201,"1,853",1,False
CZE,IND,Bricks,690290,"1,761",2,False
CZE,BLR,Lumber,4411,"1,594",1,False
CZE,MMR,Rubies,710391,"1,249",0,False
CZE,CHN,Polysilicon,280461,931,0,False
CZE,IND,Embellished Textiles,540792,874,0,False
CZE,SLE,Diamonds,7102,727,0,False
CZE,PAK,Carpets,5703,698,0,False
CZE,IND,Thread/Yarn,5204,631,0,False
CZE,CHN,Squid,160554,625,1,False
CZE,NPL,Carpets,5703,464,0,False
CZE,PAK,Carpets,5705,282,0,False
CZE,IND,Embellished Textiles,580900,170,0,False
CZE,PAK,Cotton,5201,108,0,False
CZE,PAK,Wheat,1001,101,0,False
CZE,BRA,Charcoal,4402,39,0,False
CZE,CHN,Cotton,5201,18,0,False
CZE,IND,Thread/Yarn,5406,15,0,False
DEU,CHN,Electronics,85,"54,129,618,788","1,908,008",False
DEU,MYS,Electronics,85,"4,990,348,508","32,614",False
DEU,BGD,Garments,61,"4,685,504,159","267,103",False
DEU,CHN,Garments,61,"3,897,911,386","171,603",False
DEU,CHN,Garments,62,"3,511,299,124","126,035",False
DEU,BGD,Garments,62,"3,279,143,556","144,286",False
DEU,CHN,Footwear,64,"2,692,887,227","143,339",False
DEU,CHN,Toys,9503,"1,605,586,351","136,563",False
DEU,VNM,Garments,62,"1,176,633,863","25,316",False
DEU,CHN,Toys,9504,"1,027,304,068","32,189",False
DEU,VNM,Garments,61,"833,573,214","20,482",False
DEU,IND,Garments,62,"690,349,270","12,933",False
DEU,IND,Garments,61,"645,830,248","24,540",False
DEU,CIV,Cocoa,180100,"396,892,901","93,110",False
DEU,MMR,Garments,62,"368,593,927","16,473",False
DEU,MMR,Garments,61,"291,405,605","19,610",False
DEU,CHN,Fireworks,360410,"163,403,889","48,583",False
DEU,CHN,Artificial Flowers,6702,"145,313,766","17,268",False
DEU,CHN,Christmas Decorations,950510,"137,187,236","18,007",False
DEU,THA,Garments,61,"100,314,550","2,670",False
DEU,NGA,Cocoa,180100,"87,268,430","10,684",False
DEU,CHN,Aluminum,7606,"85,420,730","21,911",False
DEU,CHN,Toys,950590,"83,319,653","8,967",False
DEU,CHN,Thread/Yarn,5402,"76,546,172","34,801",False
DEU,IND,Carpets,5702,"61,422,054","5,696",False
DEU,MYS,Rubber Gloves,401519,"60,377,661","6,407",False
DEU,MWI,Tobacco,2401,"47,834,420","7,985",False
DEU,IND,Thread/Yarn,5205,"42,652,733","7,977",False
DEU,IND,Rice,1006,"35,592,520","30,505",False
DEU,CHN,Aluminum,7604,"35,189,811","7,139",False
DEU,CHN,Nails,7317,"30,923,331","18,336",False
DEU,BLR,Furniture,94,"30,224,951","11,468",False
DEU,CHN,Hair Products,670420,"29,784,608",94,False
DEU,IND,Carpets,5703,"29,772,666","6,227",False
DEU,CHN,Thread/Yarn,5401,"26,957,532",831,False
DEU,THA,Garments,62,"25,708,086",447,False
DEU,CHN,Tomato Products,210390,"21,024,918","5,079",False
DEU,CHN,Gloves,420329,"20,801,890",681,False
DEU,CHN,Nails,761610,"16,545,838",668,False
DEU,MYS,Garments,61,"15,553,923",756,False
DEU,IND,Carpets,5705,"15,020,020","2,234",False
DEU,CHN,Thread/Yarn,5205,"14,057,292","1,427",False
DEU,CHN,Tomato Products,200290,"12,976,208","10,777",False
DEU,CHN,Bricks,690220,"12,827,350","7,077",False
DEU,CHN,Thread/Yarn,5511,"12,363,377","1,275",False
DEU,IND,Carpets,5701,"12,149,083",455,False
DEU,CHN,Hair Products,670300,"11,493,855",22,False
DEU,IND,Bricks,690220,"10,246,495","1,797",False
DEU,IND,Thread/Yarn,5402,"9,831,739","4,398",False
DEU,IND,Tea,210690,"9,701,986","1,425",False
DEU,CHN,Bricks,690210,"8,505,220","8,943",False
DEU,CHN,Coal,2701,"8,483,995","14,644",False
DEU,MUS,Garments,61,"7,382,410",264,False
DEU,CHN,Thread/Yarn,5406,"7,244,274",467,False
DEU,CHN,Aluminum,7601,"7,134,757","2,216",False
DEU,IND,Thread/Yarn,5509,"6,456,631","1,912",False
DEU,NPL,Carpets,5701,"5,532,631",109,False
DEU,CHN,Aluminum,7603,"5,214,860","1,182",False
DEU,MYS,Garments,62,"4,888,915",105,False
DEU,CHN,Thread/Yarn,5508,"4,692,638",669,False
DEU,PAK,Carpets,5701,"4,397,314",173,False
DEU,IDN,Nickel,7502,"3,946,346",128,False
DEU,MUS,Garments,62,"3,799,618",120,False
DEU,CHN,Thread/Yarn,5207,"3,476,108",448,False
DEU,CHN,Aluminum,7605,"3,379,843",565,False
DEU,CIV,Cocoa,180200,"3,304,886",861,False
DEU,IND,Rice,100890,"3,114,528","1,708",False
DEU,CHN,Bricks,690290,"2,644,370",856,False
DEU,CHN,Thread/Yarn,5509,"2,641,096",400,False
DEU,CHN,Metallurgical Grade Silicon,280469,"2,186,296",660,False
DEU,CHN,Squid,160554,"2,122,022",155,False
DEU,CHN,Christmas Decorations,853922,"1,991,497",111,False
DEU,PAK,Carpets,5702,"1,987,642",234,False
DEU,KAZ,Cotton,5201,"1,899,118",979,False
DEU,CHN,Gloves,611691,"1,843,782",24,False
DEU,PAK,Cotton,5201,"1,841,761",798,False
DEU,CHN,Thread/Yarn,5403,"1,656,623",164,False
DEU,IND,Thread/Yarn,5511,"1,534,657",256,False
DEU,BRA,Timber,4403,"1,527,812","1,653",False
DEU,CHN,Tomato Products,120991,"1,504,449",68,False
DEU,MMR,Rubies,710391,"1,372,979",0,False
DEU,IND,Sandstone,251620,"1,286,775","5,597",False
DEU,IND,Bricks,690210,"1,249,878",839,False
DEU,BEN,Cotton,5201,"980,027",490,False
DEU,MMR,Rice,1006,"874,479","2,851",False
DEU,CHN,Polysilicon,280461,"817,931",47,False
DEU,CHN,Caustic Soda,281512,"780,313","1,877",False
DEU,IND,Thread/Yarn,5401,"729,213",101,False
DEU,IND,Thread/Yarn,5206,"727,265",249,False
DEU,CHN,Thread/Yarn,5204,"670,949",65,False
DEU,IDN,Nickel,260400,"663,023",162,False
DEU,CHN,Thread/Yarn,5206,"632,071",58,False
DEU,BRA,Garments,62,"627,900",5,False
DEU,CHN,Thread/Yarn,5510,"597,486",50,False
DEU,BRA,Garments,61,"534,991",6,False
DEU,CHN,Polyvinyl Chloride,390410,"522,386",475,False
DEU,CHN,Nails,741510,"505,267",173,False
DEU,IND,Tea,210120,"471,520",30,False
DEU,BFA,Cotton,5201,"459,756",246,False
DEU,PAK,Carpets,5705,"404,147",75,False
DEU,IND,Embellished Textiles,540792,"369,217",19,False
DEU,IND,Thread/Yarn,5510,"349,207",80,False
DEU,IND,Thread/Yarn,5207,"258,487",24,False
DEU,PER,Gold,7108,"228,665",75,False
DEU,CHN,Bricks,6904,"212,487",365,False
DEU,NPL,Carpets,5704,"187,265",11,False
DEU,CHN,Caustic Soda,281511,"178,517",264,False
DEU,PAK,Carpets,5703,"168,027",19,False
DEU,CHN,Bricks,6901,"157,362",83,False
DEU,IND,Bricks,690290,"134,530",166,False
DEU,NPL,Carpets,5702,"127,922",1,False
DEU,CHN,Polyvinyl Chloride,390421,"99,679",21,False
DEU,CHN,Polyvinyl Chloride,390422,"99,197",35,False
DEU,IND,Thread/Yarn,5403,"81,497",16,False
DEU,AGO,Diamonds,7102,"81,426",0,False
DEU,NPL,Carpets,5703,"70,126",2,False
DEU,IND,Carpets,5704,"68,449",29,False
DEU,IND,Thread/Yarn,5204,"60,600",5,False
DEU,IDN,Nickel,720260,"54,081",27,False
DEU,BOL,Peanuts,1202,"51,651",19,False
DEU,CHN,Tomato Products,210320,"50,036",38,False
DEU,ARG,Garments,61,"43,343",1,False
DEU,ARG,Garments,62,"34,698",0,False
DEU,BRA,Sugarcane,121293,"30,999",5,False
DEU,IND,Thread/Yarn,5508,"18,936",1,False
DEU,BLR,Lumber,4412,"16,636",21,False
DEU,PAK,Sugarcane,121293,"13,219",5,False
DEU,CHN,Tomato Products,200950,"10,679",10,False
DEU,NPL,Carpets,5705,"8,352",2,False
DEU,IND,Embellished Textiles,580900,"6,424",0,False
DEU,IND,Sugarcane,121293,"5,534",3,False
DEU,IND,Bricks,681011,"3,645",2,False
DEU,PER,Timber,4403,"3,319",0,False
DEU,CHN,Bricks,681011,"2,572",8,False
DEU,MMR,Jade,710399,"2,380",0,False
DEU,AFG,Bricks,6901,"1,763",1,False
DEU,MYS,Palm Fruit,120710,"1,680",0,False
DEU,CHN,Cotton,5201,"1,089",0,False
DEU,BRA,Charcoal,4402,570,1,False
DEU,IND,Bricks,6901,506,4,False
DEU,DOM,Sugarcane,121293,429,0,False
DEU,IDN,Palm Fruit,120710,330,0,False
DEU,IND,Cottonseed (hybrid),120729,61,0,False
DEU,IND,Embellished Textiles,540791,36,0,False
DEU,IND,Cottonseed (hybrid),120721,13,0,False
DEU,ETH,Textiles (hand-woven),5208,2,0,False
DEU,PAK,Wheat,1001,1,0,False
DNK,CHN,Electronics,85,"1,541,085,154","153,654",False
DNK,CHN,Garments,62,"726,906,929","25,740",False
DNK,BGD,Garments,61,"711,275,766","42,054",False
DNK,CHN,Garments,61,"647,794,089","28,349",False
DNK,BGD,Garments,62,"403,762,469","21,592",False
DNK,CHN,Footwear,64,"187,548,151","10,328",False
DNK,IND,Garments,62,"176,988,252","4,347",False
DNK,CHN,Toys,9503,"170,402,745","12,461",False
DNK,MMR,Garments,62,"107,070,613","5,661",False
DNK,IND,Garments,61,"78,692,508","3,155",False
DNK,VNM,Garments,62,"64,911,408","1,482",False
DNK,MYS,Electronics,85,"58,983,738",556,False
DNK,CHN,Toys,9504,"35,317,574","3,114",False
DNK,THA,Garments,62,"23,084,249",222,False
DNK,MMR,Garments,61,"22,435,446","1,011",False
DNK,CHN,Christmas Decorations,950510,"18,014,799","1,769",False
DNK,CHN,Fireworks,360410,"17,831,471","4,111",False
DNK,CHN,Thread/Yarn,5402,"17,470,761","8,220",False
DNK,IND,Carpets,5702,"12,132,414","1,855",False
DNK,VNM,Garments,61,"11,817,834",310,False
DNK,CHN,Artificial Flowers,6702,"11,042,626","1,270",False
DNK,CHN,Toys,950590,"10,326,290","1,049",False
DNK,MWI,Tobacco,2401,"10,294,408","1,395",False
DNK,IND,Thread/Yarn,5207,"7,024,124",679,False
DNK,CHN,Aluminum,7604,"6,469,934","1,359",False
DNK,IND,Carpets,5703,"5,901,818",986,False
DNK,CHN,Nails,7317,"5,732,597","3,131",False
DNK,THA,Garments,61,"4,381,051",128,False
DNK,IND,Carpets,5705,"3,246,973",598,False
DNK,CHN,Aluminum,7606,"2,890,806",942,False
DNK,MYS,Rubber Gloves,401519,"2,751,935",470,False
DNK,CHN,Hair Products,670420,"2,703,119",10,False
DNK,CHN,Gloves,420329,"2,349,627",86,False
DNK,IND,Rice,1006,"1,749,043","1,268",False
DNK,IND,Thread/Yarn,5205,"1,714,738",415,False
DNK,IND,Sandstone,251620,"1,371,302","3,725",False
DNK,CHN,Thread/Yarn,5207,"1,223,192",92,False
DNK,IND,Carpets,5701,"1,203,591",99,False
DNK,CHN,Tomato Products,210390,"1,143,705",400,False
DNK,IND,Thread/Yarn,5402,"1,128,642",677,False
DNK,PAK,Carpets,5702,"1,010,939",153,False
DNK,CHN,Thread/Yarn,5511,"713,456",62,False
DNK,MMR,Rice,1006,"704,586",846,False
DNK,CHN,Gloves,611691,"625,989",14,False
DNK,IND,Tea,210690,"596,263",126,False
DNK,CHN,Nails,761610,"553,610",29,False
DNK,PER,Gold,7108,"490,166",0,False
DNK,IND,Thread/Yarn,5509,"449,282",81,False
DNK,IND,Thread/Yarn,5511,"318,727",32,False
DNK,CHN,Hair Products,670300,"287,410",2,False
DNK,CHN,Thread/Yarn,5509,"262,590",24,False
DNK,MYS,Garments,61,"235,158",45,False
DNK,BLR,Furniture,94,"225,600",12,False
DNK,CHN,Bricks,690220,"185,192",94,False
DNK,IND,Thread/Yarn,5406,"183,288",23,False
DNK,PAK,Carpets,5701,"163,990",7,False
DNK,CHN,Christmas Decorations,853922,"147,437",7,False
DNK,CHN,Tomato Products,120991,"143,397",28,False
DNK,CHN,Bricks,690210,"124,774",18,False
DNK,CHN,Thread/Yarn,5204,"124,142",13,False
DNK,CHN,Tomato Products,200290,"109,535",92,False
DNK,CHN,Bricks,6904,"107,932",96,False
DNK,CHN,Thread/Yarn,5406,"88,640",9,False
DNK,CHN,Thread/Yarn,5508,"85,354",10,False
DNK,CHN,Cotton,5201,"84,961",5,False
DNK,MUS,Garments,61,"76,231",0,False
DNK,CHN,Thread/Yarn,5401,"72,841",5,False
DNK,CHN,Polysilicon,280461,"68,526",2,False
DNK,IND,Thread/Yarn,5510,"67,283",21,False
DNK,BRA,Garments,62,"58,485",1,False
DNK,IND,Thread/Yarn,5206,"57,076",10,False
DNK,CHN,Thread/Yarn,5206,"53,915",6,False
DNK,IND,Thread/Yarn,5508,"49,555",3,False
DNK,CHN,Polyvinyl Chloride,390422,"45,452",5,False
DNK,IND,Bricks,690220,"42,744",76,False
DNK,NPL,Carpets,5701,"31,725",1,False
DNK,CHN,Thread/Yarn,5205,"31,708",2,False
DNK,MYS,Garments,62,"30,955",1,False
DNK,PAK,Carpets,5703,"30,868",4,False
DNK,MUS,Garments,62,"28,872",0,False
DNK,CHN,Aluminum,7601,"25,096",1,False
DNK,NPL,Carpets,5703,"24,869",1,False
DNK,CHN,Nails,741510,"23,207",1,False
DNK,IND,Embellished Textiles,540792,"22,129",2,False
DNK,CHN,Squid,160554,"21,149",4,False
DNK,CHN,Thread/Yarn,5510,"18,049",1,False
DNK,CHN,Polyvinyl Chloride,390410,"17,572",7,False
DNK,PAK,Carpets,5705,"17,253",2,False
DNK,CHN,Aluminum,7605,"16,569",4,False
DNK,IND,Bricks,690290,"16,289",50,False
DNK,BRA,Garments,61,"11,108",1,False
DNK,ETH,Textiles (hand-woven),5209,"9,681",1,False
DNK,IND,Carpets,5704,"9,475",2,False
DNK,CHN,Polyvinyl Chloride,390421,"8,599",1,False
DNK,CHN,Tomato Products,210320,"8,478",1,False
DNK,CHN,Bricks,6901,"7,115",1,False
DNK,IND,Embellished Textiles,580900,"4,311",0,False
DNK,CHN,Bricks,690290,"3,794",2,False
DNK,CHN,Bricks,681011,"2,489",0,False
DNK,ARG,Garments,61,"2,226",0,False
DNK,IND,Thread/Yarn,5204,"2,006",6,False
DNK,CHN,Aluminum,7603,"1,444",0,False
DNK,CHN,Thread/Yarn,5403,"1,437",0,False
DNK,BRA,Charcoal,4402,"1,205",1,False
DNK,IND,Tea,210120,812,0,False
DNK,ARG,Garments,62,722,0,False
DNK,PAK,Cotton,5201,679,0,False
DNK,IND,Rice,100890,630,0,False
DNK,IND,Thread/Yarn,5403,524,0,False
DNK,CHN,Metallurgical Grade Silicon,280469,232,0,False
DNK,NPL,Carpets,5702,134,0,False
DNK,MMR,Sugarcane,121293,92,0,False
DNK,IND,Thread/Yarn,5401,76,0,False
DNK,IND,Bricks,6901,69,0,False
DNK,IND,Bricks,690210,55,0,False
DNK,CHN,Caustic Soda,281512,51,0,False
DNK,BLR,Lumber,4707,5,0,False
DNK,IND,Bricks,6904,4,0,False
DNK,CHN,Caustic Soda,281511,4,0,False
DNK,ETH,Textiles (hand-woven),5208,3,0,False
ESP,CHN,Electronics,85,"10,398,248,777","1,093,971",False
ESP,CHN,Garments,61,"2,133,501,914","107,340",False
ESP,BGD,Garments,61,"2,060,612,508","143,835",False
ESP,CHN,Garments,62,"1,611,982,572","64,268",False
ESP,BGD,Garments,62,"1,568,119,226","93,010",False
ESP,CHN,Footwear,64,"1,452,780,151","96,294",False
ESP,CHN,Toys,9503,"554,523,308","54,379",False
ESP,VNM,Garments,62,"490,202,979","16,241",False
ESP,CHN,Toys,9504,"461,649,890","13,728",False
ESP,IND,Garments,62,"429,309,984","12,140",False
ESP,VNM,Garments,61,"329,896,207","10,329",False
ESP,MYS,Electronics,85,"328,044,956","6,744",False
ESP,IND,Garments,61,"298,150,852","12,340",False
ESP,CIV,Cocoa,180200,"193,598,567","61,379",False
ESP,CIV,Cocoa,180100,"157,357,671","38,425",False
ESP,MMR,Garments,62,"134,340,235","7,464",False
ESP,CHN,Thread/Yarn,5402,"77,141,450","46,216",False
ESP,MMR,Garments,61,"73,195,992","4,055",False
ESP,NGA,Cocoa,180100,"70,926,598","11,533",False
ESP,THA,Garments,61,"65,361,475",788,False
ESP,MMR,Rice,1006,"62,308,325","111,035",False
ESP,CHN,Artificial Flowers,6702,"60,791,704","8,003",False
ESP,CHN,Christmas Decorations,950510,"54,645,522","7,791",False
ESP,CHN,Toys,950590,"36,959,344","4,783",False
ESP,CHN,Tomato Products,200290,"30,354,859","20,164",False
ESP,CHN,Aluminum,7606,"27,079,895","9,695",False
ESP,CHN,Coal,2701,"23,773,119","85,811",False
ESP,MYS,Rubber Gloves,401519,"20,729,811","4,077",False
ESP,IND,Thread/Yarn,5402,"20,064,409","12,147",False
ESP,CHN,Nails,7317,"17,515,101","12,154",False
ESP,IND,Rice,1006,"17,021,228","14,423",False
ESP,IND,Carpets,5702,"14,988,812","1,612",False
ESP,CHN,Aluminum,7604,"12,073,580","3,364",False
ESP,CHN,Fireworks,360410,"11,601,384","2,230",False
ESP,PER,Gold,7108,"10,984,900","3,114",False
ESP,CHN,Metallurgical Grade Silicon,280469,"10,212,382","6,195",False
ESP,THA,Garments,62,"9,352,045",222,False
ESP,IND,Thread/Yarn,5205,"9,083,039","2,586",False
ESP,CHN,Tomato Products,120991,"7,471,394",128,False
ESP,IND,Bricks,690220,"7,405,287","2,260",False
ESP,IDN,Nickel,7501,"6,977,420",480,False
ESP,IND,Carpets,5703,"6,837,722","1,785",False
ESP,IND,Carpets,5705,"6,766,951","1,917",False
ESP,CHN,Tomato Products,210390,"5,011,821","2,090",False
ESP,IND,Thread/Yarn,5509,"4,688,955","1,585",False
ESP,IDN,Nickel,7502,"4,175,938",263,False
ESP,CHN,Bricks,690220,"4,152,205","2,863",False
ESP,CHN,Nails,761610,"3,708,654",234,False
ESP,MYS,Garments,61,"2,991,249",107,False
ESP,CHN,Hair Products,670420,"2,937,155",9,False
ESP,CHN,Gloves,420329,"2,872,100",130,False
ESP,CHN,Bricks,690210,"2,533,933","1,562",False
ESP,PAK,Cotton,5201,"2,325,689",815,False
ESP,CHN,Thread/Yarn,5509,"2,325,593",743,False
ESP,CHN,Thread/Yarn,5403,"2,174,826",321,False
ESP,IND,Thread/Yarn,5403,"2,154,079",340,False
ESP,CHN,Thread/Yarn,5508,"2,069,182",257,False
ESP,IND,Thread/Yarn,5510,"1,893,231",553,False
ESP,CHN,Aluminum,7605,"1,628,786",365,False
ESP,MYS,Garments,62,"1,529,313",35,False
ESP,IND,Carpets,5701,"1,446,200",60,False
ESP,IND,Thread/Yarn,5206,"1,408,248",516,False
ESP,PAK,Carpets,5702,"1,407,611",166,False
ESP,CHN,Bricks,690290,"1,375,787","1,159",False
ESP,CHN,Thread/Yarn,5401,"1,258,935",292,False
ESP,MUS,Garments,62,"1,229,621",57,False
ESP,CHN,Polyvinyl Chloride,390410,"1,198,464","1,484",False
ESP,CHN,Thread/Yarn,5511,"945,016",129,False
ESP,BRA,Garments,62,"861,450",18,False
ESP,IND,Tea,210690,"846,411",61,False
